department,region,education,gender,recruitment_channel,Training_Time,age,Performance_Rating,Years_at_company,Working_Hours,Flexible_Timings,Workload_level,Monthly_Income,Work_Satisfaction,Percent_salary_hike,companies_worked,Marital_Status,Stress_status,Results
Sales & Marketing,region_22,Master's & above,f,sourcing,1,36,1.0,7,7,No,Low,45000,Yes,19,4,No,Yes,1
Legal,region_27,Bachelor's,m,other,1,33,3.0,4,8,Yes,High,56000,Yes,20,3,Yes,No,0
Operations,region_2,Bachelor's,f,other,1,32,5.0,5,9,No,Low,34000,No,25,4,No,No,0
Procurement,region_2,Bachelor's,m,sourcing,2,51,1.0,24,10,No,High,45000,Yes,30,4,Yes,Yes,1
Procurement,region_2,Bachelor's,m,sourcing,1,37,3.0,11,8,No,Low,57000,No,25,5,Yes,No,0
R&D,region_7,Master's & above,m,other,1,35,5.0,7,9,Yes,Low,76000,Yes,30,3,Yes,No,0
R&D,region_27,Bachelor's,m,sourcing,2,33,3.0,5,7,No,High,87000,No,525,3,Yes,No,0
Operations,region_2,Bachelor's,m,sourcing,1,33,3.0,5,9,No,Low,43000,Yes,10,4,No,Yes,1
Procurement,region_2,Master's & above,m,sourcing,1,58,4.0,7,7,No,High,87000,Yes,8,5,Yes,Yes,1
Finance,region_31,Bachelor's,m,sourcing,1,30,4.0,2,9,No,Low,43000,Yes,12,4,Yes,Yes,1
Sales & Marketing,region_5,Bachelor's,m,other,1,37,2.0,10,7,No,Low,45000,Yes,15,3,No,No,0
Sales & Marketing,region_26,Bachelor's,m,sourcing,2,33,1.0,5,6,Yes,Low,34000,Yes,26,2,Yes,Yes,1
Analytics,region_22,Bachelor's,m,referred,1,29,3.33513425016372,1,9,Yes,Low,25000,No,30,4,Yes,No,0
Technology,region_23,Master's & above,f,sourcing,1,38,5.0,10,7,Yes,Low,45000,Yes,19,4,Yes,Yes,1
Sales & Marketing,region_24,Bachelor's,m,sourcing,1,34,1.0,8,8,Yes,Low,18000,Yes,15,3,Yes,No,0
Sales & Marketing,region_22,Bachelor's,m,sourcing,1,38,4.0,2,9,No,Low,60000,No,20,4,No,Yes,1
Operations,region_13,Bachelor's,f,sourcing,1,37,5.0,7,6,Yes,Low,89000,No,30,5,Yes,No,0
Sales & Marketing,region_25,Bachelor's,m,other,1,29,4.0,3,7,Yes,Low,23000,Yes,25,3,Yes,No,0
Sales & Marketing,region_2,Bachelor's,f,other,1,60,3.0,6,9,Yes,High,45000,No,16,2,Yes,No,0
Sales & Marketing,region_28,Bachelor's,f,other,1,31,5.0,2,9,Yes,Low,39000,No,20,3,Yes,Yes,1
R&D,region_7,Bachelor's,m,sourcing,1,30,4.0,2,8,Yes,High,40000,Yes,25,4,Yes,Yes,1
Procurement,region_13,Bachelor's,f,sourcing,1,36,3.0,9,7,Yes,Low,45000,Yes,30,4,Yes,Yes,1
Operations,region_14,Bachelor's,f,other,1,35,3.0,10,10,Yes,High,56000,Yes,25,3,Yes,No,0
R&D,region_26,Bachelor's,m,sourcing,1,41,3.0,7,7,No,Low,34000,Yes,30,2,Yes,Yes,1
Technology,region_7,Bachelor's,f,sourcing,1,30,3.0,4,6,Yes,High,45000,Yes,25,2,Yes,Yes,1
Sales & Marketing,region_9,Bachelor's,f,sourcing,1,29,3.0,5,8,Yes,Low,57000,Yes,30,3,Yes,Yes,1
HR,region_26,Bachelor's,m,other,1,30,3.0,5,9,Yes,High,76000,Yes,23,4,Yes,Yes,1
Procurement,region_2,Bachelor's,f,sourcing,1,55,3.0,8,6,No,High,87000,Yes,30,3,No,Yes,1
Sales & Marketing,region_31,Bachelor's,m,other,1,34,3.0,4,8,No,Low,45000,Yes,25,2,No,Yes,1
Analytics,region_29,Master's & above,m,other,1,38,3.0,4,9,Yes,Low,45000,Yes,30,3,Yes,No,0
HR,region_5,Bachelor's,f,sourcing,1,32,5.0,7,8,Yes,Low,30000,Yes,25,2,Yes,No,0
Operations,region_2,Bachelor's,m,other,1,38,2.0,10,9,No,High,20000,No,30,3,No,Yes,1
Sales & Marketing,region_29,Master's & above,m,sourcing,1,47,3.0,17,7,No,High,25000,No,15,2,No,Yes,1
Operations,region_32,Bachelor's,f,other,1,42,5.0,15,8,Yes,High,45000,Yes,20,3,Yes,Yes,1
Operations,region_22,Master's & above,m,other,1,31,5.0,4,9,No,High,45000,No,25,4,Yes,Yes,1
Technology,region_2,Master's & above,m,sourcing,2,38,3.0,9,10,No,High,53000,No,30,6,Yes,Yes,1
Technology,region_2,Bachelor's,f,sourcing,1,32,1.0,4,7,No,Low,45000,No,35,4,No,Yes,1
Operations,region_2,Below Secondary,m,sourcing,1,23,3.0,2,8,No,High,60000,Yes,23,2,Yes,Yes,1
Sales & Marketing,region_22,Master's & above,f,sourcing,1,41,5.0,13,8,No,High,45000,No,35,4,No,Yes,1
Technology,region_16,Bachelor's,m,sourcing,1,51,5.0,3,7,Yes,Low,43000,No,30,7,Yes,Yes,1
Sales & Marketing,region_2,Bachelor's,m,sourcing,1,45,4.0,12,5,Yes,High,56000,Yes,25,8,Yes,No,0
Sales & Marketing,region_32,Bachelor's,m,sourcing,1,34,3.0,5,7,Yes,Low,43000,Yes,20,4,Yes,Yes,1
Sales & Marketing,region_13,Bachelor's,m,sourcing,1,29,3.33513425016372,1,7,Yes,Low,45000,No,28,5,Yes,Yes,1
Analytics,region_30,Bachelor's,m,other,1,30,3.0,4,8,No,Low,34000,Yes,30,4,No,No,0
Sales & Marketing,region_31,Bachelor's,m,sourcing,1,38,4.0,4,9,Yes,Low,25000,No,34,5,Yes,Yes,1
Operations,region_22,Bachelor's,f,sourcing,1,48,5.0,3,6,No,Low,45000,Yes,25,6,No,No,0
HR,region_7,Master's & above,m,other,1,38,4.0,3,8,Yes,Low,45000,Yes,30,4,Yes,Yes,1
Legal,region_2,Bachelor's,m,other,1,31,3.0,4,9,Yes,Low,78300,Yes,25,3,Yes,Yes,1
Legal,region_22,Bachelor's,m,sourcing,1,30,4.0,3,7,No,Low,56000,Yes,30,6,Yes,Yes,1
Technology,region_13,Bachelor's,m,referred,1,31,3.0,3,7,No,Low,45000,No,25,4,No,No,0
Sales & Marketing,region_4,Master's & above,f,sourcing,1,34,3.0,9,8,No,High,43000,Yes,30,3,Yes,Yes,1
Sales & Marketing,region_2,Master's & above,m,sourcing,1,60,1.0,11,9,No,Low,45000,No,25,5,No,Yes,1
Operations,region_2,Master's & above,m,sourcing,1,40,2.0,12,7,Yes,High,30000,No,30,6,Yes,Yes,1
Procurement,region_26,Master's & above,m,sourcing,1,55,3.0,7,4,No,Low,45000,Yes,25,5,No,Yes,1
Sales & Marketing,region_16,Bachelor's,m,sourcing,2,45,3.0,5,6,Yes,High,45000,Yes,30,4,Yes,Yes,1
Sales & Marketing,region_6,Bachelor's,m,sourcing,2,29,1.0,4,8,No,Low,50000,Yes,25,5,Yes,No,0
R&D,region_26,Master's & above,m,other,1,27,4.0,5,9,Yes,High,34000,Yes,30,6,Yes,Yes,1
Sales & Marketing,region_28,Master's & above,f,sourcing,1,34,4.0,7,10,No,Low,45000,No,25,5,Yes,Yes,1
Analytics,region_20,Bachelor's,m,sourcing,2,28,3.0,4,9,No,High,45000,Yes,21,4,Yes,No,0
Sales & Marketing,region_2,Bachelor's,m,referred,1,37,1.0,5,8,No,High,30000,Yes,19,6,No,Yes,1
Sales & Marketing,region_21,Bachelor's,m,sourcing,1,35,4.0,9,7,Yes,Low,20000,No,20,7,Yes,No,0
Sales & Marketing,region_8,Bachelor's,m,sourcing,1,30,2.0,3,8,No,Low,25000,No,25,5,Yes,Yes,1
Analytics,region_2,Bachelor's,m,sourcing,1,36,3.0,5,9,No,Low,45000,No,30,4,No,Yes,1
Operations,region_27,Master's & above,f,other,1,39,5.0,4,7,No,High,45000,Yes,25,3,No,Yes,1
Technology,region_13,Master's & above,m,other,1,54,1.0,4,8,Yes,High,53000,No,30,5,Yes,Yes,1
Sales & Marketing,region_2,Bachelor's,m,other,2,25,3.33513425016372,1,7,No,High,45000,No,525,6,No,No,0
Legal,region_26,Bachelor's,m,sourcing,1,34,1.0,6,8,No,High,60000,Yes,10,3,No,Yes,1
Sales & Marketing,region_29,Master's & above,m,sourcing,1,32,1.0,7,9,No,High,45000,Yes,8,4,Yes,Yes,1
Finance,region_26,Bachelor's,m,other,1,29,5.0,6,7,No,Low,43000,No,12,5,Yes,No,0
Technology,region_14,Bachelor's,m,other,3,32,5.0,5,9,Yes,High,56000,Yes,15,6,Yes,Yes,1
Sales & Marketing,region_29,Bachelor's,f,sourcing,1,27,3.0,2,8,No,Low,43000,Yes,20,4,Yes,No,0
Procurement,region_7,Bachelor's,f,sourcing,1,32,5.0,7,8,Yes,Low,45000,No,25,3,Yes,Yes,1
Sales & Marketing,region_4,Master's & above,m,sourcing,2,40,1.0,3,9,Yes,Low,34000,Yes,30,3,Yes,No,0
Sales & Marketing,region_22,Bachelor's,m,other,8,26,3.33513425016372,1,10,No,High,25000,Yes,25,4,Yes,Yes,1
Sales & Marketing,region_20,Master's & above,m,other,1,35,4.0,9,8,Yes,Low,45000,No,20,5,Yes,Yes,1
Operations,region_29,Bachelor's,m,sourcing,1,34,4.0,2,9,Yes,High,18000,Yes,25,3,Yes,Yes,1
Analytics,region_22,Master's & above,f,other,1,32,1.0,6,7,Yes,Low,60000,Yes,30,3,Yes,No,0
Sales & Marketing,region_2,Bachelor's,m,sourcing,1,26,3.33513425016372,1,8,Yes,High,89000,Yes,25,2,Yes,No,0
Technology,region_31,Bachelor's,m,other,2,29,3.0,2,9,No,Low,23000,No,30,3,No,No,0
Operations,region_13,Bachelor's,m,other,3,38,4.0,12,7,No,High,45000,Yes,19,4,No,Yes,1
Operations,region_14,Master's & above,m,other,1,38,5.0,7,8,Yes,High,39000,No,15,4,Yes,Yes,1
Operations,region_30,Bachelor's,m,sourcing,1,45,5.0,7,9,No,Low,40000,No,20,3,No,No,0
Sales & Marketing,region_7,Bachelor's,m,other,2,31,4.0,6,10,No,High,45000,No,30,2,No,Yes,1
Analytics,region_2,Bachelor's,m,sourcing,1,26,5.0,5,8,No,High,56000,Yes,25,4,No,Yes,1
Technology,region_2,Bachelor's,f,sourcing,1,42,1.0,4,9,Yes,Low,34000,Yes,16,3,Yes,Yes,1
Analytics,region_22,Master's & above,m,sourcing,1,27,3.33513425016372,1,10,No,High,45000,No,20,2,No,No,0
Analytics,region_34,Bachelor's,m,other,1,27,4.0,3,8,No,Low,57000,Yes,25,3,No,Yes,1
Sales & Marketing,region_4,Master's & above,m,other,1,57,1.0,16,9,Yes,High,76000,Yes,30,4,Yes,No,0
Sales & Marketing,region_30,Bachelor's,m,sourcing,1,47,1.0,6,7,No,Low,87000,Yes,25,3,Yes,Yes,1
Sales & Marketing,region_2,Bachelor's,m,sourcing,1,41,3.0,15,8,No,High,43000,Yes,25,2,No,Yes,1
Analytics,region_31,Bachelor's,m,sourcing,1,29,3.0,6,9,No,Low,87000,Yes,21,1,Yes,Yes,1
Technology,region_10,Bachelor's,m,sourcing,1,33,3.0,7,7,No,Low,43000,No,19,3,No,Yes,1
Sales & Marketing,region_27,Bachelor's,m,sourcing,1,33,4.0,5,8,No,Low,34000,Yes,20,4,Yes,Yes,1
HR,region_26,Bachelor's,m,other,1,31,5.0,9,9,Yes,Low,25000,No,25,5,Yes,No,0
Sales & Marketing,region_23,Bachelor's,m,other,1,33,3.0,9,7,No,Low,45000,Yes,30,3,Yes,Yes,1
Operations,region_4,Master's & above,m,sourcing,1,42,3.0,5,8,Yes,Low,18000,Yes,25,2,Yes,Yes,1
Technology,region_7,Bachelor's,f,other,2,31,3.0,5,9,No,Low,60000,Yes,30,3,No,Yes,1
Sales & Marketing,region_2,Master's & above,f,sourcing,2,35,3.0,9,7,Yes,Low,89000,Yes,525,4,Yes,Yes,1
Technology,region_2,Bachelor's,f,other,1,47,3.0,17,9,No,Low,23000,Yes,10,4,No,Yes,1
Analytics,region_31,Master's & above,m,sourcing,1,35,5.0,9,7,No,High,45000,Yes,8,5,No,Yes,1
R&D,region_2,Master's & above,m,other,2,42,1.0,14,9,Yes,Low,39000,Yes,12,3,Yes,Yes,1
Sales & Marketing,region_22,Master's & above,m,other,1,41,5.0,6,7,Yes,High,40000,Yes,15,3,Yes,Yes,1
Procurement,region_23,Bachelor's,m,other,1,33,4.0,2,6,Yes,Low,45000,Yes,20,2,Yes,Yes,1
Operations,region_32,Bachelor's,m,sourcing,1,27,5.0,5,9,No,High,56000,No,25,3,Yes,Yes,1
Legal,region_4,Bachelor's,m,other,1,30,4.0,3,7,No,Low,34000,Yes,30,4,No,Yes,1
Finance,region_2,Master's & above,f,sourcing,1,40,4.0,9,8,Yes,High,45000,Yes,25,1,Yes,Yes,1
Sales & Marketing,region_6,Bachelor's,m,sourcing,1,31,3.33513425016372,1,9,Yes,Low,57000,Yes,20,3,Yes,Yes,1
Analytics,region_2,Bachelor's,m,other,1,25,5.0,2,6,No,High,76000,Yes,25,4,No,Yes,1
Procurement,region_2,Bachelor's,f,sourcing,3,42,5.0,14,7,No,High,87000,No,30,3,No,Yes,1
Finance,region_7,Below Secondary,m,other,1,25,3.33513425016372,1,9,No,Low,43000,Yes,25,4,No,Yes,1
Operations,region_13,Bachelor's,m,sourcing,1,53,4.0,10,9,No,Low,87000,No,30,2,Yes,Yes,1
Procurement,region_14,Bachelor's,m,sourcing,1,26,3.0,2,8,No,Low,43000,Yes,19,3,No,No,0
Analytics,region_26,Bachelor's,m,sourcing,1,31,5.0,4,7,No,High,45000,Yes,15,4,No,Yes,1
Operations,region_27,Bachelor's,f,sourcing,1,43,3.0,10,10,Yes,High,34000,Yes,20,3,Yes,Yes,1
Finance,region_2,Bachelor's,f,other,1,33,3.0,6,7,Yes,High,25000,No,30,2,Yes,No,0
Sales & Marketing,region_11,Bachelor's,m,other,1,41,5.0,13,6,No,High,45000,Yes,25,4,No,Yes,1
Procurement,region_2,Bachelor's,m,referred,1,30,1.0,8,8,No,High,18000,Yes,16,2,Yes,Yes,1
Technology,region_11,Bachelor's,m,other,1,30,4.0,4,9,Yes,Low,60000,Yes,20,4,Yes,Yes,1
Sales & Marketing,region_30,Bachelor's,m,sourcing,1,32,3.0,3,6,No,High,89000,Yes,25,4,No,No,0
Operations,region_22,Bachelor's,m,other,1,33,1.0,7,8,Yes,High,23000,No,30,3,Yes,Yes,1
HR,region_2,Bachelor's,f,referred,1,32,3.0,7,9,Yes,Low,45000,Yes,25,2,Yes,Yes,1
Finance,region_26,Bachelor's,m,other,3,26,3.0,4,8,Yes,High,39000,No,30,3,No,Yes,1
Sales & Marketing,region_13,Master's & above,m,other,3,36,3.0,9,8,Yes,Low,40000,Yes,25,4,Yes,Yes,1
Procurement,region_13,Master's & above,f,sourcing,1,32,3.0,6,7,Yes,Low,45000,Yes,30,4,Yes,Yes,1
Technology,region_15,Bachelor's,m,other,1,36,1.0,5,5,Yes,Low,56000,Yes,23,3,Yes,No,0
Sales & Marketing,region_31,Master's & above,m,sourcing,1,38,2.0,3,7,No,Low,34000,Yes,30,4,No,No,0
Sales & Marketing,region_10,Bachelor's,m,other,1,33,2.0,7,7,Yes,High,45000,No,25,3,Yes,Yes,1
Sales & Marketing,region_16,Master's & above,m,other,1,49,3.0,3,8,No,High,57000,Yes,30,4,No,No,0
Operations,region_27,Bachelor's,m,sourcing,1,35,3.0,6,9,No,Low,76000,Yes,25,5,No,Yes,1
Sales & Marketing,region_23,Master's & above,m,sourcing,1,40,3.0,10,6,Yes,Low,87000,No,30,3,No,Yes,1
HR,region_2,Bachelor's,m,sourcing,1,26,5.0,2,8,Yes,Low,43000,No,15,4,Yes,Yes,1
Analytics,region_26,Bachelor's,m,other,1,32,4.0,4,9,No,High,87000,Yes,20,4,Yes,No,0
Procurement,region_2,Bachelor's,f,other,2,30,5.0,9,7,No,Low,45000,Yes,25,3,No,Yes,1
Sales & Marketing,region_23,Master's & above,m,other,1,36,4.0,5,7,No,High,45000,Yes,30,4,Yes,Yes,1
Sales & Marketing,region_7,Bachelor's,m,other,1,43,2.0,5,8,Yes,Low,30000,No,35,4,Yes,Yes,1
Analytics,region_27,Bachelor's,m,sourcing,1,39,1.0,6,9,No,High,20000,No,23,5,Yes,Yes,1
Sales & Marketing,region_26,Bachelor's,m,other,1,46,3.0,2,7,Yes,Low,25000,Yes,35,3,Yes,No,0
Operations,region_22,Master's & above,m,sourcing,1,38,3.0,3,4,Yes,High,45000,No,30,3,Yes,No,0
Finance,region_31,Bachelor's,m,sourcing,1,31,3.0,5,6,No,Low,45000,Yes,25,4,No,Yes,1
Analytics,region_2,Bachelor's,f,other,1,28,2.0,2,8,Yes,High,53000,Yes,20,5,Yes,Yes,1
Sales & Marketing,region_23,Bachelor's,m,sourcing,1,25,1.0,1,9,No,High,45000,No,28,4,No,No,0
Operations,region_7,Bachelor's,m,sourcing,1,29,5.0,5,10,Yes,Low,60000,Yes,30,3,Yes,No,0
Analytics,region_22,Bachelor's,m,referred,1,28,5.0,7,9,Yes,Low,45000,Yes,34,2,Yes,Yes,1
Technology,region_2,Bachelor's,f,sourcing,1,51,3.0,7,8,Yes,Low,43000,Yes,25,4,Yes,Yes,1
HR,region_13,Master's & above,f,other,1,44,1.0,15,7,No,High,56000,Yes,30,4,Yes,Yes,1
Sales & Marketing,region_27,Bachelor's,m,sourcing,1,28,3.33513425016372,1,8,Yes,High,43000,Yes,25,3,Yes,Yes,1
Procurement,region_2,Bachelor's,f,other,1,60,3.0,21,9,No,High,45000,No,30,4,Yes,No,0
Technology,region_27,Master's & above,f,other,1,50,3.0,6,7,Yes,High,34000,Yes,25,5,Yes,Yes,1
Operations,region_12,Bachelor's,f,sourcing,2,35,5.0,7,8,No,High,25000,Yes,30,3,Yes,No,0
Technology,region_22,Bachelor's,m,referred,2,26,5.0,3,7,Yes,Low,45000,No,25,2,Yes,Yes,1
Operations,region_27,Master's & above,m,sourcing,1,44,3.0,15,8,No,High,45000,Yes,30,3,No,Yes,1
Technology,region_2,Master's & above,m,sourcing,2,46,5.0,6,9,Yes,Low,78300,No,25,4,Yes,Yes,1
Procurement,region_2,Master's & above,f,sourcing,1,51,2.0,11,7,Yes,Low,56000,No,30,4,Yes,Yes,1
Technology,region_5,Master's & above,m,sourcing,1,43,3.0,3,9,Yes,Low,45000,Yes,25,3,Yes,No,0
Procurement,region_2,Bachelor's,f,sourcing,1,47,5.0,7,8,No,High,43000,No,30,2,Yes,Yes,1
Analytics,region_22,Bachelor's,f,sourcing,1,37,4.0,3,8,No,Low,45000,No,25,2,No,Yes,1
Technology,region_16,Below Secondary,m,other,1,24,3.33513425016372,1,9,Yes,High,30000,Yes,21,3,Yes,Yes,1
Sales & Marketing,region_19,Bachelor's,m,sourcing,1,29,3.0,3,10,No,Low,45000,No,19,4,No,Yes,1
Operations,region_29,Bachelor's,f,other,1,27,4.0,2,8,Yes,High,45000,Yes,20,3,Yes,Yes,1
Technology,region_2,Bachelor's,f,other,1,26,4.0,2,9,Yes,Low,50000,No,25,2,Yes,Yes,1
Operations,region_22,Bachelor's,f,sourcing,1,24,3.0,2,7,No,Low,34000,Yes,30,3,Yes,Yes,1
Operations,region_8,Bachelor's,m,other,1,31,3.0,3,8,No,High,45000,Yes,25,2,No,Yes,1
Sales & Marketing,region_25,Bachelor's,m,other,2,24,3.0,2,9,Yes,Low,45000,Yes,30,3,Yes,Yes,1
Sales & Marketing,region_2,Bachelor's,m,sourcing,1,42,5.0,4,7,Yes,High,30000,No,525,2,Yes,Yes,1
Sales & Marketing,region_22,Bachelor's,m,other,1,29,2.0,6,8,Yes,Low,20000,No,10,3,Yes,Yes,1
Operations,region_8,Master's & above,f,other,1,38,4.0,10,9,Yes,Low,25000,Yes,8,4,Yes,No,0
Operations,region_22,Bachelor's,m,sourcing,1,57,5.0,30,10,No,Low,45000,Yes,12,6,No,No,0
Sales & Marketing,region_14,Bachelor's,m,sourcing,1,27,3.0,2,8,Yes,Low,45000,Yes,15,4,Yes,No,0
Technology,region_7,Master's & above,f,other,2,35,3.0,2,9,No,Low,53000,Yes,26,2,No,No,0
Sales & Marketing,region_11,Bachelor's,m,other,1,36,1.0,7,10,Yes,Low,45000,Yes,30,4,Yes,No,0
Operations,region_19,Master's & above,m,sourcing,1,50,3.0,14,8,Yes,Low,60000,No,19,3,Yes,No,0
Operations,region_22,Bachelor's,f,other,1,29,1.0,4,9,No,Low,45000,Yes,15,5,Yes,Yes,1
Sales & Marketing,region_2,Master's & above,m,sourcing,1,51,3.0,13,7,No,Low,43000,No,20,6,Yes,No,0
Operations,region_7,Master's & above,m,sourcing,2,48,5.0,6,8,No,High,56000,Yes,30,5,No,Yes,1
Procurement,region_23,Bachelor's,f,sourcing,1,35,5.0,7,9,Yes,Low,43000,Yes,25,4,Yes,Yes,1
Operations,region_22,Master's & above,m,other,1,37,3.0,6,7,Yes,High,45000,Yes,16,5,Yes,Yes,1
Analytics,region_25,Bachelor's,m,other,1,28,4.0,5,8,No,Low,34000,Yes,20,6,No,Yes,1
Procurement,region_14,Bachelor's,m,other,1,40,3.0,6,9,No,High,25000,No,25,5,No,No,0
Operations,region_2,Master's & above,m,other,1,56,5.0,27,7,Yes,Low,45000,No,30,4,Yes,Yes,1
Sales & Marketing,region_2,Bachelor's,m,sourcing,1,26,4.0,3,8,Yes,High,18000,No,25,6,Yes,Yes,1
Operations,region_15,Bachelor's,f,other,1,31,5.0,3,9,Yes,Low,60000,Yes,30,7,Yes,No,0
Sales & Marketing,region_22,Master's & above,f,other,1,40,5.0,11,7,No,High,89000,Yes,25,5,No,No,0
HR,region_7,Bachelor's,m,sourcing,1,30,3.0,2,9,No,High,23000,Yes,30,4,No,Yes,1
Operations,region_13,Master's & above,m,other,1,43,3.0,10,7,Yes,Low,45000,Yes,23,3,Yes,Yes,1
Operations,region_19,Bachelor's,m,other,1,35,5.0,8,9,No,Low,39000,No,30,5,No,Yes,1
Sales & Marketing,region_19,Bachelor's,m,other,1,32,3.33513425016372,1,7,Yes,Low,40000,Yes,25,6,Yes,No,0
Operations,region_23,Master's & above,f,other,1,32,5.0,6,6,Yes,High,45000,Yes,30,3,Yes,No,0
Technology,region_27,Bachelor's,m,sourcing,1,32,5.0,3,9,No,High,56000,Yes,25,4,No,Yes,1
Operations,region_27,Master's & above,f,sourcing,1,37,4.0,8,7,No,High,34000,Yes,30,5,Yes,Yes,1
Legal,region_31,Bachelor's,f,other,1,33,5.0,3,8,No,High,45000,Yes,15,6,Yes,No,0
Operations,region_11,Master's & above,m,other,1,36,4.0,10,9,Yes,High,57000,Yes,20,4,Yes,No,0
Analytics,region_28,Master's & above,m,sourcing,1,33,5.0,4,6,No,Low,76000,No,25,3,Yes,Yes,1
Operations,region_27,Bachelor's,m,sourcing,1,39,3.0,12,9,Yes,High,87000,No,30,3,Yes,Yes,1
Procurement,region_20,Master's & above,m,sourcing,1,38,4.0,4,7,No,High,43000,Yes,35,4,No,Yes,1
Sales & Marketing,region_11,Bachelor's,m,sourcing,2,33,3.0,6,9,Yes,Low,87000,Yes,23,5,Yes,Yes,1
Operations,region_22,Bachelor's,m,other,1,40,5.0,3,7,Yes,High,43000,Yes,35,3,Yes,Yes,1
Analytics,region_2,Bachelor's,m,other,2,32,3.0,6,9,No,Low,45000,Yes,30,3,No,No,0
Operations,region_15,Bachelor's,f,other,1,29,3.0,7,7,No,Low,34000,Yes,25,2,Yes,Yes,1
Sales & Marketing,region_13,Bachelor's,m,other,1,27,3.0,3,6,No,Low,25000,Yes,20,3,No,No,0
Operations,region_14,Master's & above,m,other,1,38,3.0,7,9,No,Low,45000,Yes,28,4,No,Yes,1
Operations,region_27,Master's & above,m,other,1,39,3.0,3,7,No,Low,18000,No,30,4,Yes,No,0
Procurement,region_16,Master's & above,f,other,1,38,3.0,12,8,No,Low,60000,Yes,34,3,No,Yes,1
Sales & Marketing,region_23,Bachelor's,m,other,1,29,1.0,3,9,No,Low,89000,Yes,25,2,No,Yes,1
Analytics,region_1,Bachelor's,m,sourcing,1,29,3.0,7,6,Yes,Low,23000,Yes,30,4,Yes,No,0
Analytics,region_21,Bachelor's,m,other,1,27,2.0,2,7,No,Low,45000,Yes,25,3,No,No,0
Analytics,region_29,Bachelor's,m,sourcing,2,29,5.0,5,9,No,High,39000,No,30,2,Yes,Yes,1
Analytics,region_22,Bachelor's,m,other,1,35,2.0,7,9,No,Low,40000,Yes,25,3,No,No,0
Analytics,region_23,Master's & above,m,other,1,44,3.0,5,8,Yes,High,45000,No,30,4,Yes,No,0
Procurement,region_2,Master's & above,m,other,1,47,3.0,2,7,Yes,Low,56000,Yes,25,3,Yes,No,0
Technology,region_28,Master's & above,m,other,1,32,2.0,3,10,Yes,High,34000,Yes,30,2,Yes,No,0
Sales & Marketing,region_20,Master's & above,m,sourcing,1,41,1.0,7,7,No,Low,45000,Yes,25,1,No,Yes,1
R&D,region_2,Bachelor's,m,other,1,25,4.0,2,6,No,High,57000,Yes,30,3,No,No,0
Finance,region_30,Bachelor's,m,sourcing,1,28,3.0,2,8,Yes,Low,76000,Yes,25,4,Yes,No,0
HR,region_2,Bachelor's,m,referred,1,25,3.33513425016372,1,9,Yes,High,87000,No,30,5,Yes,Yes,1
Sales & Marketing,region_22,Bachelor's,m,other,2,29,2.0,5,6,Yes,High,45000,Yes,25,3,Yes,Yes,1
Sales & Marketing,region_3,Bachelor's,m,sourcing,1,38,2.0,8,8,Yes,Low,45000,No,21,2,Yes,Yes,1
Technology,region_2,Below Secondary,m,referred,1,24,4.0,3,9,Yes,Low,30000,Yes,19,3,Yes,No,0
Analytics,region_22,Bachelor's,m,other,1,28,3.0,4,8,No,Low,20000,Yes,20,4,No,Yes,1
Analytics,region_28,Bachelor's,m,other,2,34,5.0,5,9,Yes,High,25000,Yes,25,4,Yes,Yes,1
Sales & Marketing,region_15,Bachelor's,m,sourcing,2,34,2.0,4,7,No,High,45000,Yes,30,5,No,No,0
Technology,region_22,Master's & above,f,other,1,31,5.0,6,8,Yes,High,45000,Yes,25,3,Yes,Yes,1
Analytics,region_22,Bachelor's,f,sourcing,2,30,3.0,3,9,No,High,53000,Yes,30,3,Yes,Yes,1
Analytics,region_11,Bachelor's,m,sourcing,2,36,3.0,7,10,Yes,High,45000,Yes,525,2,Yes,Yes,1
Technology,region_7,Master's & above,m,sourcing,1,53,5.0,6,7,Yes,Low,60000,No,10,3,Yes,No,0
HR,region_16,Bachelor's,f,sourcing,1,33,3.0,2,8,No,High,45000,Yes,8,4,No,Yes,1
Procurement,region_30,Bachelor's,m,sourcing,1,27,3.0,3,8,No,Low,43000,Yes,12,1,No,No,0
Finance,region_2,Master's & above,m,other,1,40,2.0,2,7,No,Low,56000,Yes,15,3,No,Yes,1
Sales & Marketing,region_15,Bachelor's,m,other,1,35,3.0,9,5,Yes,Low,43000,Yes,20,4,Yes,Yes,1
Sales & Marketing,region_29,Bachelor's,f,other,1,32,2.0,6,7,Yes,High,45000,Yes,25,3,Yes,No,0
HR,region_2,Bachelor's,m,sourcing,2,34,2.0,9,9,Yes,Low,34000,Yes,30,4,Yes,No,0
Sales & Marketing,region_24,Bachelor's,m,sourcing,2,28,4.0,1,8,No,High,25000,Yes,25,2,Yes,No,0
Analytics,region_27,Bachelor's,m,other,1,29,4.0,2,9,No,Low,45000,Yes,20,3,No,Yes,1
Technology,region_23,Bachelor's,m,other,2,34,5.0,7,6,Yes,High,45000,Yes,25,4,Yes,Yes,1
Sales & Marketing,region_13,Master's & above,m,sourcing,1,43,5.0,6,8,Yes,Low,78300,Yes,30,3,Yes,No,0
Procurement,region_24,Bachelor's,f,other,2,30,3.0,5,9,Yes,High,56000,No,25,2,Yes,Yes,1
Technology,region_7,Master's & above,f,other,1,32,4.0,5,7,Yes,High,45000,Yes,30,4,Yes,Yes,1
